1,0.65634316,0.74844986
2,0.64859897,0.7414326
3,0.6410448,0.73459214
4,0.6336812,0.7279286
5,0.6265082,0.7214418
6,0.6195257,0.71513146
7,0.6127331,0.70899683
8,0.60612977,0.703037
9,0.5997145,0.69725084
10,0.5934861,0.6916368
11,0.58744276,0.6861932
12,0.5815827,0.6809183
13,0.57590383,0.67580986
14,0.5704038,0.67086565
15,0.5650801,0.66608316
16,0.55992997,0.6614598
17,0.55495054,0.6569928
18,0.5501388,0.6526792
19,0.5454915,0.64851606
20,0.54100543,0.6445002
21,0.53667706,0.64062834
22,0.53250295,0.6368972
23,0.52847946,0.63330346
24,0.52460295,0.6298437
25,0.5208697,0.62651443
26,0.5172759,0.6233122
27,0.5138179,0.6202334
28,0.51049185,0.61727464
29,0.50729394,0.6144324
30,0.50422037,0.6117031
31,0.5012674,0.60908335
32,0.4984312,0.60656965
33,0.49570817,0.6041586
34,0.4930946,0.6018468
35,0.49058682,0.59963095
36,0.4881813,0.5975078
37,0.4858745,0.59547406
38,0.483663,0.5935266
39,0.48154336,0.59166235
40,0.4795123,0.58987826
41,0.47756657,0.5881714
42,0.47570297,0.58653885
43,0.47391844,0.5849778
44,0.47220996,0.58348554
45,0.47057462,0.5820594
46,0.46900955,0.5806967
47,0.46751198,0.57939506
48,0.46607926,0.57815194
49,0.46470878,0.57696503
50,0.46339798,0.575832
51,0.46214446,0.5747507
52,0.46094587,0.573719
53,0.45979995,0.57273483
54,0.45870444,0.5717961
55,0.45765728,0.57090104
56,0.4566564,0.5700477
57,0.45569983,0.5692343
58,0.45478567,0.56845915
59,0.4539121,0.5677206
60,0.45307738,0.5670171
61,0.45227978,0.566347
62,0.4515177,0.56570894
63,0.4507896,0.5651015
64,0.45009395,0.56452334
65,0.44942933,0.5639731
66,0.44879436,0.5634496
67,0.4481877,0.5629516
68,0.4476081,0.562478
69,0.44705436,0.56202763
70,0.44652528,0.5615995
71,0.44601977,0.5611926
72,0.44553673,0.5608059
73,0.44507518,0.5604386
74,0.4446341,0.5600897
75,0.44421262,0.5597584
76,0.44380978,0.55944395
77,0.44342473,0.5591455
78,0.44305667,0.5588623
79,0.4427048,0.55859375
80,0.4423684,0.55833906
81,0.4420467,0.55809766
82,0.44173908,0.5578689
83,0.44144487,0.5576522
84,0.44116342,0.55744696
85,0.44089416,0.5572527
86,0.44063652,0.55706894
87,0.44038993,0.55689514
88,0.44015393,0.5567308
89,0.43992797,0.55657554
90,0.4397116,0.5564289
91,0.43950436,0.5562905
92,0.43930584,0.55616
93,0.4391156,0.5560369
94,0.43893328,0.55592096
95,0.4387585,0.55581176
96,0.43859088,0.55570906
97,0.43843013,0.5556125
98,0.43827587,0.55552185
99,0.43812782,0.55543673
100,0.4379857,0.555357
101,0.4378492,0.5552823
102,0.43771806,0.55521244
103,0.43759206,0.5551472
104,0.4374709,0.5550863
105,0.43735442,0.55502963
106,0.43724233,0.55497694
107,0.43713444,0.55492806
108,0.43703055,0.55488276
109,0.4369305,0.5548409
110,0.4368341,0.55480236
111,0.43674114,0.5547669
112,0.43665147,0.5547344
113,0.43656492,0.5547048
114,0.4364814,0.55467784
115,0.43640068,0.55465347
116,0.4363227,0.55463153
117,0.4362473,0.554612
118,0.43617433,0.55459464
119,0.43610373,0.5545794
120,0.43603534,0.55456614
121,0.43596908,0.5545548
122,0.43590483,0.55454534
123,0.4358425,0.5545376
124,0.43578202,0.5545315
125,0.43572327,0.55452704
126,0.43566617,0.55452406
127,0.43561065,0.5545225
128,0.43555665,0.55452234
129,0.43550408,0.55452347
130,0.43545285,0.55452585
131,0.43540293,0.55452937
132,0.43535423,0.554534
133,0.43530673,0.55453974
134,0.43526033,0.5545465
135,0.435215,0.5545542
136,0.43517068,0.55456287
137,0.43512732,0.5545724
